comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
12589.0,1349822.0,[meta] updateCurrentBrowser can be slow, meta  updatecurrentbrowser can be slow,1355424.0,Consider making updateCurrentBrowser interruptible,consider making updatecurrentbrowser interruptible,1,M
48880.0,1445083.0,[META] Reporting, meta  reporting,1446142.0,"ensure we're set up to include Activity Stream ""secret DSN"" in public AS source code",ensure we re set up to include activity stream  secret dsn  in public as source code,1,M
21985.0,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,1492216.0,Land Onboarding Strings,land onboarding strings,1,M
52081.0,1352065.0,[meta] Implement new animation for downloading, meta  implement new animation for downloading,1387557.0,Download progressbar should use fatter bar when downloading,download progressbar should use fatter bar when downloading,1,M
43474.0,1458007.0,[meta] Allow multiselect operations on tabs, meta  allow multiselect operations on tabs,1474938.0,Enable the multiselect tabs feature by default for release and beta builds,enable the multiselect tabs feature by default for release and beta builds,1,M
8138.0,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,1357517.0,Stop loading Preferences.jsm before first paint,stop loading preferences jsm before first paint,1,M
50485.0,1529927.0,Identify which old autocomplete tests should be ported,identify which old autocomplete tests should be ported,1533039.0,"Test that DOWN/UP from an autofill entry, autofills again",test that down up from an autofill entry  autofills again,1,M
39255.0,1388387.0,"More aggressively switch to the next tab when closing a tab, even with a beforeunload handler",more aggressively switch to the next tab when closing a tab  even with a beforeunload handler,1355426.0,"When closing tabs, select the next tab before working on closing the tab",when closing tabs  select the next tab before working on closing the tab,1,M
5300.0,1445083.0,[META] Reporting, meta  reporting,1438311.0,Reevaluate whether AS_ENABLED ping is desired,reevaluate whether as enabled ping is desired,1,M
24993.0,1561009.0,[META] What’s new panel, meta  what’s new panel,1561349.0,Implement message templates for What's New panel,implement message templates for what s new panel,1,M
42164.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1474238.0,"Add a ""report breakage"" dialog for Tracking Protection",add a  report breakage  dialog for tracking protection,1,M
49459.0,1425299.0,[meta] Remove technical debt, meta  remove technical debt,1371294.0,Add some tests for the follow-on search add-on in mozilla-central,add some tests for the follow on search add on in mozilla central,1,M
10055.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1574297.0,"Update ""How it works"" line in New Tab feed for Fx70 (Oct 22)",update  how it works  line in new tab feed for fx70  oct 22 ,1,M
55548.0,1485422.0,Add rating stars to CFR,add rating stars to cfr,1505319.0,Remove --cfr-notification-header-image and --cfr-notification-footer-star variables,remove   cfr notification header image and   cfr notification footer star variables,1,M
36478.0,1480509.0,Populating Default Profiles with @google and @amazon Top Site Search Shortcut tiles,populating default profiles with  google and  amazon top site search shortcut tiles,1485938.0,Top Search Site should not add promoted tiles.,top search site should not add promoted tiles ,1,M
22800.0,1349423.0,[meta] Photon - Firefox Animation Improvements, meta  photon   firefox animation improvements,1352068.0,Implement new session restore animation,implement new session restore animation,1,M
14731.0,1432306.0,Implement restore all for blocked sites,implement restore all for blocked sites,1417155.0,Add new Home / New Tab page preference section for default / blank / custom / add-on,add new home   new tab page preference section for default   blank   custom   add on,1,M
17163.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1496240.0,"Until inactive categories are not exposed in Control Center, change Blocked text to Blocking",until inactive categories are not exposed in control center  change blocked text to blocking,1,M
38384.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1572556.0,pref for DS 69 mitigation strategy,pref for ds 69 mitigation strategy,1,M
7869.0,1566545.0,Card UI to support Spoc variants,card ui to support spoc variants,1566547.0,Server Side updates to support cardgrid CTA,server side updates to support cardgrid cta,1,M
17845.0,1513279.0,[META] Snippets, meta  snippets,1483040.0,Add snippets targeting for total URIs count,add snippets targeting for total uris count,1,M
56776.0,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,1461921.0,Block storage access for third-parties on the tracking protection list,block storage access for third parties on the tracking protection list,1,M
28040.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1500518.0,Add CFR user preference,add cfr user preference,1,M
26406.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1459318.0,Enable Telemetry for Activity Stream Router,enable telemetry for activity stream router,1,M
13223.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1457512.0,Lighten two Control Center strings that describe unexceptional states,lighten two control center strings that describe unexceptional states,1,M
34002.0,1541914.0,[META] CFR FxA Bookmark Panel Message Fx 68, meta  cfr fxa bookmark panel message fx 68,1543436.0,Investigate different FxA targeting strategies,investigate different fxa targeting strategies,1,M
27597.0,1396562.0,Convert uses of browser.search.widget.inNavBar to use CustomizableUI,convert uses of browser search widget innavbar to use customizableui,1387416.0,[photon] Move the search bar in the customization palette for new profiles, photon  move the search bar in the customization palette for new profiles,1,M
15986.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1464221.0,Investigate effort required to make the window modal Payment Request dialog usable,investigate effort required to make the window modal payment request dialog usable,1,M
49154.0,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,1452216.0,Launch the onboarding tour on the first opened new tab,launch the onboarding tour on the first opened new tab,1,M
33780.0,1037767.0,Use straight nsIChannel instead of nsIIncrementalDownload for GMPInstallManager,use straight nsichannel instead of nsiincrementaldownload for gmpinstallmanager,1009816.0,"Firefox desktop: openh264 updates: check, download, install",firefox desktop  openh264 updates  check  download  install,1,M
359.0,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,1432743.0,Move cookie settings to the Site Data section,move cookie settings to the site data section,1,M
32417.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410344.0,"Add automated test for ""Hover and `Delete from History` Top Sites tile""",add automated test for  hover and  delete from history  top sites tile ,1,M
4415.0,1436111.0,Ship system add-ons with Normandy,ship system add ons with normandy,1440777.0,Add support for local actions and implement console-log as a local action,add support for local actions and implement console log as a local action,1,M
18394.0,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,1387009.0,Remove deprecated tabbrowser methods and properties,remove deprecated tabbrowser methods and properties,1,M
32790.0,1512725.0,[META] Pocket + New Tab MVP 66/67, meta  pocket   new tab mvp 66 67,1519646.0,Create layout variants,create layout variants,1,M
56354.0,1475097.0,UI for restricted cookie access for third party trackers in Preferences,ui for restricted cookie access for third party trackers in preferences,1484788.0,Make the Disable Protection button in the control centre UI work for third-party cookie blocking settings,make the disable protection button in the control centre ui work for third party cookie blocking settings,1,M
5576.0,1528598.0,Allow Firefox/session managers to manage multiple sessions at the same time,allow firefox session managers to manage multiple sessions at the same time,1524955.0,Mark different sessions (in session group) by distinct color,mark different sessions  in session group  by distinct color,1,M
26808.0,1536413.0,[meta] Breakage from requiring user interaction for notification permission prompts, meta  breakage from requiring user interaction for notification permission prompts,1540088.0,Require user interaction for push notification permission prompts in Nightly,require user interaction for push notification permission prompts in nightly,1,M
