,req1Id,req1,req1Product,req1Type,req2Id,req2,req2Product,req2Type,BinaryClass,MultiClass
12463,1351631,Implement the Add-on migration for the OnBoarding,Firefox,enhancement,1351616,Trigger Refresh Firefox if users don't user Firefox over 60 days,Firefox,enhancement,1,blocks
12464,1351641,Auto Refresh during installing firefox if time since last used is more than the threshold time period,Firefox,enhancement,1017919,Reset Firefox: Preserve extensions but disable all of them,Firefox,enhancement,1,requires
12465,1482734,2.09ms uninterruptible reflow at onxbldragover@chrome://browser/content/tabbrowser.xml:1391:9,Firefox,enhancement,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1,blocks
12497,1482859,Update Simple Snippet Template to block snippet after user action.,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12498,1482859,Update Simple Snippet Template to block snippet after user action.,Firefox,enhancement,1513279,[META] Snippets,Firefox,enhancement,1,blocks
12499,1482859,Update Simple Snippet Template to block snippet after user action.,Firefox,enhancement,1500540,"[Export] Add end-of-year snippet, contextual-feature-recommender preference and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12521,1482958,"Unknown event: ""MENU_ADD_SEARCH"" and ""SEARCH_EDIT_CLOSE""",Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12522,1482958,"Unknown event: ""MENU_ADD_SEARCH"" and ""SEARCH_EDIT_CLOSE""",Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12524,1351941,[meta] Add Telemetry for First-Run Experience,Firefox,enhancement,1349422,[meta] Photon - Improvements to First-Run Experience,Firefox,enhancement,1,blocks
12527,1483037,Add snippets targeting for attribution/source,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12529,1483037,Add snippets targeting for attribution/source,Firefox,enhancement,1484328,"Add router targeting, router actions and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12530,1483040,Add snippets targeting for total URIs count,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12531,1483040,Add snippets targeting for total URIs count,Firefox,enhancement,1513279,[META] Snippets,Firefox,enhancement,1,blocks
12532,1483041,Add snippets targeting for unique domains count,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12533,1483041,Add snippets targeting for unique domains count,Firefox,enhancement,1513279,[META] Snippets,Firefox,enhancement,1,blocks
12534,1483046,Add snippets targeting for number of devices synced,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12535,1483046,Add snippets targeting for number of devices synced,Firefox,enhancement,1484328,"Add router targeting, router actions and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12536,1483050,Add snippets targeting for type of devices synced,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12537,1483050,Add snippets targeting for type of devices synced,Firefox,enhancement,1484328,"Add router targeting, router actions and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12539,1483055,Add snippets targeting for pinned sites on newtab,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12540,1483055,Add snippets targeting for pinned sites on newtab,Firefox,enhancement,1500540,"[Export] Add end-of-year snippet, contextual-feature-recommender preference and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12541,1483056,Add snippets targeting for y/n updates enabled,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12542,1483056,Add snippets targeting for y/n updates enabled,Firefox,enhancement,1484328,"Add router targeting, router actions and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12543,1483057,Add snippets targeting for y/n update auto-downloads enabled,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12544,1483057,Add snippets targeting for y/n update auto-downloads enabled,Firefox,enhancement,1484328,"Add router targeting, router actions and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12545,1483059,Add snippets targeting for specific Top URLs,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12546,1483059,Add snippets targeting for specific Top URLs,Firefox,enhancement,1513279,[META] Snippets,Firefox,enhancement,1,blocks
12547,1483065,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12548,1483065,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12549,1483065,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,Firefox,enhancement,1482568,Add telemetry for adding search engines,Firefox,enhancement,1,blocks
12567,565621,Let _me_ choose whether to open a link in current or new tab (open in same tab despite window.open() / target=_blank),Firefox,enhancement,678807,"Provide option for ignoring »target=""_blank""«",Firefox,enhancement,1,requires
12570,1352063,Implement new animation for bookmarking,Firefox,enhancement,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1,requires
12571,1352063,Implement new animation for bookmarking,Firefox,enhancement,1352120,Put a bookmark-star button in the location bar,Firefox,enhancement,1,requires
12572,1352063,Implement new animation for bookmarking,Firefox,enhancement,1353436,[ux] SVG assets for new bookmark star animation,Firefox,enhancement,1,requires
12573,1352063,Implement new animation for bookmarking,Firefox,enhancement,1353437,[ux] SVG assets for new bookmark library animation,Firefox,enhancement,1,requires
12574,1352063,Implement new animation for bookmarking,Firefox,enhancement,1385407,Audit theme CSS for selectors that reference the #star-button since the hierarchy changed,Firefox,enhancement,1,requires
12575,1352063,Implement new animation for bookmarking,Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
12576,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1,requires
12577,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1387557,Download progressbar should use fatter bar when downloading,Firefox,enhancement,1,requires
12578,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1353434,[ux] New download animation for photon + SVG assets,Firefox,enhancement,1,requires
12579,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1367166,Add MOZ_PHOTON_ANIMATIONS to AppConstants for runtime js branching,Firefox,enhancement,1,requires
12580,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1371834,Add new Photon-themed download icon,Firefox,enhancement,1,requires
12581,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1375309,Update Photon download toolbar icon progressbar to fill horizontally,Firefox,enhancement,1,requires
12582,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1376515,Consolidate identical rules for win/linux/osx downloads indicator into the shared stylesheet,Firefox,enhancement,1,requires
12583,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1376519,Add new Photon-themed download notification animations,Firefox,enhancement,1,requires
12584,1352065,[meta] Implement new animation for downloading,Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
12585,1352068,Implement new session restore animation,Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
12586,1352069,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),Firefox,enhancement,1356129,Remove some old UI migration steps,Firefox,enhancement,1,requires
12587,1352069,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),Firefox,enhancement,1349423,[meta] Photon - Firefox Animation Improvements,Firefox,enhancement,1,blocks
12588,1352069,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),Firefox,enhancement,1362128,Support querying `toolkit.cosmeticAnimations.enabled` from CSS,Firefox,enhancement,1,blocks
12589,1352069,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),Firefox,enhancement,1409825,Disable chrome animations when running in Power Saving mode on Windows.,Firefox,enhancement,1,blocks
12591,1352069,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),Firefox,enhancement,1354473,[meta] Performance settings section,Firefox,enhancement,1,blocks
12592,1352069,Introduce a pref that allows for disabling animations (toolkit.cosmeticAnimations.enabled),Firefox,enhancement,1357349,Add a checkbox to set UI animations,Firefox,enhancement,1,blocks
12600,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1382179,[pocket website/service issue] Update pocket list intro text and icon on their website,Firefox,enhancement,1,requires
12601,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1386831,"the ""Pocket"" menu entry in the library should expand to a list of recent entries",Firefox,enhancement,1,requires
12602,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1454225,"Add icons to ""View/Hide Bookmarks Toolbar"" and ""View/Hide Bookmarks Sidebar"" items",Firefox,enhancement,1,requires
12603,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1353360,Update panelmultiview subviews to match photon design,Firefox,enhancement,1,requires
12604,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354083,Add a pref to show a static hamburger menu when enabled,Firefox,enhancement,1,requires
12605,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354155,Create Library button and corresponding panel,Firefox,enhancement,1,requires
12606,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354157,Add a 'Show Library' button to the Library panel,Firefox,enhancement,1,requires
12607,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354159,Add a 'Bookmarks' button to the Library panel,Firefox,enhancement,1,requires
12608,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354470,[UX] Don't make the old Library window the most prominent item in the new Library panel,Firefox,enhancement,1,requires
12609,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354532,Add a 'Downloads' button to the Library panel,Firefox,enhancement,1,requires
12610,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354533,Update the 'History' view in the Library for photon,Firefox,enhancement,1,requires
12611,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354534,Add a 'Pocket List' button to the Library panel,Firefox,enhancement,1,requires
12612,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1354536,Add a 'Recent Activity' list to the Library panel,Firefox,enhancement,1,requires
12613,1352110,"[meta] Create a library button to show Recent Bookmarks, Recent Downloads, History, Synced Tabs, Screenshots, and Pocket List",Firefox,enhancement,1365421,Move bookmarks menu button out of the nav bar (replace with library button) and remove the star portion of the button,Firefox,enhancement,1,requires
